"trial_type","trial_index","time_elapsed","internal_node_id","subject","exp_part","BlockNumber","rt","stimulus","key_press","responses","question_order","button_pressed","InformedConsent","InitiationTime","MovementTime","TotalTime","start_time","PointRTLimit","ResponseCorrect","Feedback","TrialPoints","RuleBreak","PoliceCatch","ConformityCritical","PointAdvantage","TargetLocation","BlockadePosition","MouseStartX","MouseStartY","MouseEndX","MouseEndY","ScreenXMax","ScreenYMax","StartLocationX","StartLocationY","TargetLocationX","TargetLocationY","OppositeLocationX","OppositeLocationY","LocationMarkerXSize","LocationMarkerYSize","BlockadeLocationX","BlockadeLocationY","BlockadeXSize","BlockadeYSize","MouseX","MouseY","TrialTimeStamp","Target_Symbol","RuleType","Practice","TrialNumber","TrialNumberBlock","PointSum","RuleBreakRisk"
"rule-violation","95","585610","0.0-3.0-1.0-0.1-0.42","byszkmchdc0obfy","main","2","","","","","","","","358","433","791","584605","642.2666666666667","true","richtig!","0","true","false","true","1","1","1","600","519.3666687011719","117","43.366668701171875","1216","576","587.52","494.08","106.23999999999995","40.96","1068.8","40.96","40.96","40.96","126.72000000000003","167.04000000000002","430.08","241.92","557,503,391,323,264,201,148,105,91,87,97,106,117","453.3666687011719,393.3666687011719,301.3666687011719,235.36666870117188,172.36666870117188,111.36666870117188,61.366668701171875,24.366668701171875,13.366668701171875,9.366668701171875,19.366668701171875,31.366668701171875,43.366668701171875","358,376,391,408,425,442,459,475,491,508,758,775,791","king","Everyday","0","43","11","1","15%"
"rule-violation","96","589293","0.0-3.0-1.0-0.1-0.43","byszkmchdc0obfy","main","2","","","","","","","","575","284","859","588236","642.2666666666667","true","richtig!","-20","true","true","true","10","2","2","601","499.3666687011719","1106","68.36666870117188","1216","576","587.52","494.08","1068.8","40.96","106.23999999999995","40.96","40.96","40.96","659.2","167.04000000000002","430.08","241.92","700,753,825,909,971,1035,1049,1054,1054,1052,1047,1042,1042,1044,1053,1065,1088,1106","413.3666687011719,370.3666687011719,311.3666687011719,255.36666870117188,213.36666870117188,179.36666870117188,168.36666870117188,165.36666870117188,163.36666870117188,160.36666870117188,157.36666870117188,155.36666870117188,152.36666870117188,143.36666870117188,130.36666870117188,118.36666870117188,93.36666870117188,68.36666870117188","575,592,608,625,642,658,675,692,709,725,742,758,775,792,809,825,841,859","pawn","Corona","0","44","12","-19","15%"
"rule-violation","97","593269","0.0-3.0-1.0-0.1-0.44","byszkmchdc0obfy","main","2","","","","","","","","549","266","815","592228","642.2666666666667","true","richtig!","0","false","false","false","10","2","1","609","505.3666687011719","1071","47.366668701171875","1216","576","587.52","494.08","1068.8","40.96","106.23999999999995","40.96","40.96","40.96","126.72000000000003","167.04000000000002","430.08","241.92","659,689,734,791,844,928,973,1009,1031,1047,1057,1061,1063,1064,1066,1068,1071","464.3666687011719,440.3666687011719,403.3666687011719,349.3666687011719,295.3666687011719,203.36666870117188,150.36666870117188,113.36666870117188,93.36666870117188,81.36666870117188,71.36666870117188,66.36666870117188,61.366668701171875,57.366668701171875,53.366668701171875,49.366668701171875,47.366668701171875","549,565,582,598,614,632,648,665,682,698,714,732,749,764,782,798,815","pawn","Corona","0","45","13","-19","15%"
"rule-violation","98","596881","0.0-3.0-1.0-0.1-0.45","byszkmchdc0obfy","main","2","","","","","","","","478","383","861","595813","642.2666666666667","true","richtig!","0","false","false","false","10","2","1","601","511.3666687011719","1103","55.366668701171875","1216","576","587.52","494.08","1068.8","40.96","106.23999999999995","40.96","40.96","40.96","126.72000000000003","167.04000000000002","430.08","241.92","607,619,652,743,813,889,963,1025,1082,1125,1133,1135,1135,1135,1133,1133,1132,1131,1129,1128,1125,1117,1103","499.3666687011719,485.3666687011719,453.3666687011719,387.3666687011719,329.3666687011719,259.3666687011719,202.36666870117188,149.36666870117188,109.36666870117188,72.36666870117188,60.366668701171875,56.366668701171875,54.366668701171875,53.366668701171875,52.366668701171875,51.366668701171875,51.366668701171875,49.366668701171875,47.366668701171875,47.366668701171875,47.366668701171875,50.366668701171875,55.366668701171875","462,478,494,511,528,544,562,578,595,611,628,645,662,678,694,711,728,778,795,811,828,845,861","king","Corona","0","46","14","-19","15%"
"rule-violation","99","600729","0.0-3.0-1.0-0.1-0.46","byszkmchdc0obfy","main","2","","","","","","","","590","416","1006","599516","642.2666666666667","false","falsch!","0","false","false","true","10","2","2","606","511.3666687011719","144","55.366668701171875","1216","576","587.52","494.08","1068.8","40.96","106.23999999999995","40.96","40.96","40.96","659.2","167.04000000000002","430.08","241.92","593,553,493,427,360,305,260,235,217,213,213,213,213,213,210,207,203,198,194,190,187,179,169,159,149,144","485.3666687011719,414.3666687011719,346.3666687011719,281.3666687011719,225.36666870117188,183.36666870117188,150.36666870117188,132.36666870117188,120.36666870117188,116.36666870117188,114.36666870117188,112.36666870117188,110.36666870117188,107.36666870117188,100.36666870117188,89.36666870117188,83.36666870117188,76.36666870117188,73.36666870117188,71.36666870117188,69.36666870117188,65.36666870117188,61.366668701171875,57.366668701171875,55.366668701171875,55.366668701171875","590,606,623,640,657,675,690,706,723,740,757,773,790,806,822,840,856,874,889,906,923,940,957,973,989,1006","king","Everyday","0","47","15","-19","15%"
"rule-violation","100","604844","0.0-3.0-1.0-0.1-0.47","byszkmchdc0obfy","main","2","","","","","","","","478","383","861","603760","642.2666666666667","true","richtig!","0","true","false","true","1","2","2","607","519.3666687011719","1074","63.366668701171875","1216","576","587.52","494.08","1068.8","40.96","106.23999999999995","40.96","40.96","40.96","659.2","167.04000000000002","430.08","241.92","651,750,813,891,961,1004,1023,1033,1036,1036,1041,1061,1066,1074","460.3666687011719,359.3666687011719,296.3666687011719,239.36666870117188,188.36666870117188,153.36666870117188,135.36666870117188,125.36666870117188,122.36666870117188,121.36666870117188,113.36666870117188,87.36666870117188,79.36666870117188,63.366668701171875","478,494,511,528,544,561,579,594,611,794,810,827,844,861","pawn","Everyday","0","48","16","-19","15%"
"rule-violation","101","608709","0.0-3.0-1.0-0.1-0.48","byszkmchdc0obfy","main","2","","","","","","","","507","400","907","607579","642.2666666666667","true","richtig!","0","false","false","false","10","1","2","607","503.3666687011719","139","81.36666870117188","1216","576","587.52","494.08","106.23999999999995","40.96","1068.8","40.96","40.96","40.96","659.2","167.04000000000002","430.08","241.92","585,551,491,413,317,255,197,165,151,146,145,145,146,146,139","469.3666687011719,420.3666687011719,359.3666687011719,293.3666687011719,211.36666870117188,163.36666870117188,122.36666870117188,105.36666870117188,96.36666870117188,93.36666870117188,92.36666870117188,91.36666870117188,91.36666870117188,91.36666870117188,81.36666870117188","507,523,540,557,573,591,608,623,640,657,674,824,840,890,907","king","Everyday","0","49","17","-19","15%"
"rule-violation","102","612823","0.0-3.0-1.0-0.1-0.49","byszkmchdc0obfy","main","2","","","","","","","","498","717","1215","611403","642.2666666666667","true","richtig!","0","true","false","true","10","2","2","607","507.3666687011719","1107","65.36666870117188","1216","576","587.52","494.08","1068.8","40.96","106.23999999999995","40.96","40.96","40.96","659.2","167.04000000000002","430.08","241.92","656,708,765,832,899,979,1078,1125,1153,1175,1158,1149,1142,1136,1129,1122,1117,1114,1113,1107","459.3666687011719,411.3666687011719,359.3666687011719,299.3666687011719,245.36666870117188,179.36666870117188,93.36666870117188,39.366668701171875,11.366668701171875,1.366668701171875,7.366668701171875,13.366668701171875,23.366668701171875,29.366668701171875,40.366668701171875,49.366668701171875,55.366668701171875,61.366668701171875,61.366668701171875,65.36666870117188","498,515,532,548,565,581,598,614,632,830,847,864,880,897,915,930,947,964,980,1214","pawn","Everyday","0","50","18","-19","15%"
"rule-violation","103","616655","0.0-3.0-1.0-0.1-0.50","byszkmchdc0obfy","main","2","","","","","","","","421","317","738","615711","642.2666666666667","true","richtig!","0","false","false","false","10","1","2","602","511.3666687011719","117","81.36666870117188","1216","576","587.52","494.08","106.23999999999995","40.96","1068.8","40.96","40.96","40.96","659.2","167.04000000000002","430.08","241.92","570,467,386,309,211,151,109,105,105,107,109,113,114,115,115,116,117","470.3666687011719,364.3666687011719,298.3666687011719,234.36666870117188,169.36666870117188,123.36666870117188,91.36666870117188,84.36666870117188,83.36666870117188,83.36666870117188,86.36666870117188,89.36666870117188,89.36666870117188,89.36666870117188,86.36666870117188,85.36666870117188,81.36666870117188","421,438,455,471,488,504,521,538,555,588,604,621,639,689,704,721,738","pawn","Corona","0","51","19","-19","15%"
"rule-violation","104","620469","0.0-3.0-1.0-0.1-0.51","byszkmchdc0obfy","main","2","","","","","","","","376","383","759","619488","642.2666666666667","true","richtig!","0","false","false","false","1","1","2","611","513.3666687011719","144","51.366668701171875","1216","576","587.52","494.08","106.23999999999995","40.96","1068.8","40.96","40.96","40.96","659.2","167.04000000000002","430.08","241.92","603,580,535,431,359,297,257,231,217,210,210,209,207,204,201,193,188,185,181,176,171,161,155,144","498.3666687011719,463.3666687011719,391.3666687011719,298.3666687011719,239.36666870117188,211.36666870117188,190.36666870117188,176.36666870117188,167.36666870117188,153.36666870117188,147.36666870117188,144.36666870117188,141.36666870117188,138.36666870117188,132.36666870117188,111.36666870117188,99.36666870117188,91.36666870117188,83.36666870117188,78.36666870117188,73.36666870117188,62.366668701171875,57.366668701171875,51.366668701171875","376,392,409,426,442,459,475,492,509,526,543,559,576,592,609,625,642,659,675,693,709,726,743,759","pawn","Corona","0","52","20","-19","15%"
"rule-violation","105","624236","0.0-3.0-1.0-0.1-0.52","byszkmchdc0obfy","main","2","","","","","","","","386","350","736","623276","642.2666666666667","true","richtig!","0","false","false","false","1","2","1","627","518.3666687011719","1081","44.366668701171875","1216","576","587.52","494.08","1068.8","40.96","106.23999999999995","40.96","40.96","40.96","126.72000000000003","167.04000000000002","430.08","241.92","639,678,746,828,935,1047,1133,1180,1189,1190,1190,1187,1184,1182,1181,1181,1171,1143,1125,1081","493.3666687011719,448.3666687011719,384.3666687011719,319.3666687011719,242.36666870117188,169.36666870117188,99.36666870117188,45.366668701171875,27.366668701171875,15.366668701171875,11.366668701171875,8.366668701171875,8.366668701171875,9.366668701171875,9.366668701171875,10.366668701171875,13.366668701171875,29.366668701171875,36.366668701171875,44.366668701171875","386,403,420,436,454,469,486,502,519,536,554,569,586,603,619,669,686,702,720,736","king","Corona","0","53","21","-19","15%"
"rule-violation","106","627749","0.0-3.0-1.0-0.1-0.53","byszkmchdc0obfy","main","2","","","","","","","","279","334","613","626915","642.2666666666667","true","richtig!","1","true","false","true","1","1","1","601","510.3666687011719","141","41.366668701171875","1216","576","587.52","494.08","106.23999999999995","40.96","1068.8","40.96","40.96","40.96","126.72000000000003","167.04000000000002","430.08","241.92","589,567,507,436,327,271,241,218,207,204,200,199,197,193,187,182,179,174,171,153,141","492.3666687011719,449.3666687011719,365.3666687011719,293.3666687011719,179.36666870117188,115.36666870117188,83.36666870117188,55.366668701171875,41.366668701171875,32.366668701171875,29.366668701171875,28.366668701171875,27.366668701171875,24.366668701171875,21.366668701171875,20.366668701171875,21.366668701171875,25.366668701171875,26.366668701171875,37.366668701171875,41.366668701171875","279,296,313,329,345,362,379,396,412,429,446,462,479,496,512,529,546,562,578,595,613","pawn","Corona","0","54","22","-18","15%"
"rule-violation","107","631680","0.0-3.0-1.0-0.1-0.54","byszkmchdc0obfy","main","2","","","","","","","","362","449","811","630647","642.2666666666667","true","richtig!","0","false","false","false","1","1","2","606","510.3666687011719","127","45.366668701171875","1216","576","587.52","494.08","106.23999999999995","40.96","1068.8","40.96","40.96","40.96","659.2","167.04000000000002","430.08","241.92","513,403,295,197,103,82,93,104,115,127","385.3666687011719,287.3666687011719,208.36666870117188,123.36666870117188,33.366668701171875,0.366668701171875,7.366668701171875,20.366668701171875,34.366668701171875,45.366668701171875","362,379,395,413,429,445,762,779,794,811","king","Corona","0","55","23","-18","15%"
"rule-violation","108","635596","0.0-3.0-1.0-0.1-0.55","byszkmchdc0obfy","main","2","","","","","","","","415","250","665","634726","642.2666666666667","true","richtig!","0","true","false","true","1","2","2","608","511.3666687011719","1074","79.36666870117188","1216","576","587.52","494.08","1068.8","40.96","106.23999999999995","40.96","40.96","40.96","659.2","167.04000000000002","430.08","241.92","622,651,698,791,840,889,940,977,997,1011,1031,1040,1051,1062,1070,1074","499.3666687011719,481.3666687011719,445.3666687011719,361.3666687011719,307.3666687011719,263.3666687011719,219.36666870117188,189.36666870117188,169.36666870117188,150.36666870117188,116.36666870117188,100.36666870117188,89.36666870117188,85.36666870117188,82.36666870117188,79.36666870117188","415,431,448,464,481,498,514,531,547,564,580,597,615,631,647,664","pawn","Corona","0","56","24","-18","15%"
"rule-violation","109","638938","0.0-3.0-1.0-0.1-0.56","byszkmchdc0obfy","main","2","","","","","","","","356","300","656","638066","642.2666666666667","true","richtig!","0","true","false","true","10","1","1","613","510.3666687011719","147","77.36666870117188","1216","576","587.52","494.08","106.23999999999995","40.96","1068.8","40.96","40.96","40.96","126.72000000000003","167.04000000000002","430.08","241.92","555,507,444,391,352,309,287,271,261,255,250,241,224,212,205,195,182,170,147","433.3666687011719,372.3666687011719,302.3666687011719,247.36666870117188,217.36666870117188,182.36666870117188,166.36666870117188,153.36666870117188,143.36666870117188,138.36666870117188,135.36666870117188,131.36666870117188,122.36666870117188,118.36666870117188,115.36666870117188,111.36666870117188,105.36666870117188,95.36666870117188,77.36666870117188","356,373,390,406,423,439,455,473,489,506,523,539,556,573,590,606,623,639,656","pawn","Everyday","0","57","25","-18","15%"
"rule-violation","110","642393","0.0-3.0-1.0-0.1-0.57","byszkmchdc0obfy","main","2","","","","","","","","325","482","807","641363","642.2666666666667","true","richtig!","0","false","false","true","10","2","2","612","513.3666687011719","1079","47.366668701171875","1216","576","587.52","494.08","1068.8","40.96","106.23999999999995","40.96","40.96","40.96","659.2","167.04000000000002","430.08","241.92","581,540,470,395,321,281,261,257,283,369,545,762,1045,1163,1207,1215,1198,1171,1141,1112,1095,1088,1087,1087,1079","487.3666687011719,435.3666687011719,361.3666687011719,289.3666687011719,208.36666870117188,151.36666870117188,111.36666870117188,86.36666870117188,71.36666870117188,52.366668701171875,54.366668701171875,67.36666870117188,84.36666870117188,74.36666870117188,67.36666870117188,63.366668701171875,48.366668701171875,42.366668701171875,37.366668701171875,33.366668701171875,32.366668701171875,34.366668701171875,35.366668701171875,35.366668701171875,47.366668701171875","325,341,357,374,390,407,425,442,458,474,491,508,525,541,558,574,590,607,624,641,658,675,691,790,807","king","Corona","0","58","26","-18","15%"
"rule-violation","111","645909","0.0-3.0-1.0-0.1-0.58","byszkmchdc0obfy","main","2","","","","","","","","275","350","625","645077","642.2666666666667","false","falsch!","0","true","false","false","10","2","1","617","519.3666687011719","128","48.366668701171875","1216","576","587.52","494.08","1068.8","40.96","106.23999999999995","40.96","40.96","40.96","126.72000000000003","167.04000000000002","430.08","241.92","613,601,554,492,418,331,262,201,145,123,114,112,112,113,117,123,128","516.3666687011719,504.3666687011719,438.3666687011719,370.3666687011719,281.3666687011719,199.36666870117188,130.36666870117188,79.36666870117188,31.366668701171875,15.366668701171875,9.366668701171875,8.366668701171875,9.366668701171875,14.366668701171875,23.366668701171875,35.366668701171875,48.366668701171875","259,275,292,309,326,343,359,375,392,408,425,441,558,576,593,609,625","pawn","Everyday","0","59","27","-18","15%"
"rule-violation","112","649490","0.0-3.0-1.0-0.1-0.59","byszkmchdc0obfy","main","2","","","","","","","","464","433","897","648387","642.2666666666667","true","richtig!","0","false","false","false","1","2","1","610","506.3666687011719","1101","49.366668701171875","1216","576","587.52","494.08","1068.8","40.96","106.23999999999995","40.96","40.96","40.96","126.72000000000003","167.04000000000002","430.08","241.92","637,685,751,851,929,959,1055,1106,1121,1117,1113,1107,1101","481.3666687011719,419.3666687011719,341.3666687011719,229.36666870117188,163.36666870117188,132.36666870117188,61.366668701171875,19.366668701171875,3.366668701171875,15.366668701171875,27.366668701171875,37.366668701171875,49.366668701171875","464,481,498,513,531,547,563,581,831,847,863,880,897","king","Everyday","0","60","28","-18","15%"
"rule-violation","113","652805","0.0-3.0-1.0-0.1-0.60","byszkmchdc0obfy","main","2","","","","","","","","410","83","493","652106","642.2666666666667","true","richtig!","1","false","false","false","1","2","1","603","505.3666687011719","1104","51.366668701171875","1216","576","587.52","494.08","1068.8","40.96","106.23999999999995","40.96","40.96","40.96","126.72000000000003","167.04000000000002","430.08","241.92","642,728,808,897,986,1104","457.3666687011719,387.3666687011719,319.3666687011719,242.36666870117188,161.36666870117188,51.366668701171875","410,426,443,460,476,493","pawn","Everyday","0","61","29","-17","15%"
"rule-violation","114","656189","0.0-3.0-1.0-0.1-0.61","byszkmchdc0obfy","main","2","","","","","","","","362","65","427","655537","642.2666666666667","true","richtig!","10","true","false","true","10","1","1","606","517.3666687011719","132","76.36666870117188","1216","576","587.52","494.08","106.23999999999995","40.96","1068.8","40.96","40.96","40.96","126.72000000000003","167.04000000000002","430.08","241.92","579,517,422,304,132","484.3666687011719,416.3666687011719,313.3666687011719,215.36666870117188,76.36666870117188","362,378,394,411,427","king","Everyday","0","62","30","-7","15%"
"rule-violation","115","660059","0.0-3.0-1.0-0.1-0.62","byszkmchdc0obfy","main","2","","","","","","","","375","483","858","658988","642.2666666666667","true","richtig!","0","false","false","false","1","2","1","625","511.3666687011719","1104","45.366668701171875","1216","576","587.52","494.08","1068.8","40.96","106.23999999999995","40.96","40.96","40.96","126.72000000000003","167.04000000000002","430.08","241.92","627,649,704,832,918,995,1062,1103,1127,1133,1131,1128,1123,1121,1119,1117,1114,1111,1109,1107,1104","512.3666687011719,477.3666687011719,412.3666687011719,300.3666687011719,210.36666870117188,131.36666870117188,73.36666870117188,39.366668701171875,22.366668701171875,17.366668701171875,17.366668701171875,18.366668701171875,22.366668701171875,23.366668701171875,25.366668701171875,28.366668701171875,31.366668701171875,35.366668701171875,37.366668701171875,40.366668701171875,45.366668701171875","375,393,408,425,441,458,475,493,508,525,558,575,592,741,758,775,792,808,825,841,858","pawn","Corona","0","63","31","-7","15%"
"rule-violation","116","663739","0.0-3.0-1.0-0.1-0.63","byszkmchdc0obfy","main","2","","","","","","","","482","366","848","662663","642.2666666666667","true","richtig!","-20","true","true","true","1","2","2","601","505.3666687011719","1105","49.366668701171875","1216","576","587.52","494.08","1068.8","40.96","106.23999999999995","40.96","40.96","40.96","659.2","167.04000000000002","430.08","241.92","601,601,604,619,657,784,887,982,1071,1154,1137,1121,1105","501.3666687011719,498.3666687011719,488.3666687011719,468.3666687011719,421.3666687011719,282.3666687011719,164.36666870117188,79.36666870117188,22.366668701171875,3.366668701171875,18.366668701171875,31.366668701171875,49.366668701171875","448,465,482,498,515,532,547,565,581,799,815,831,848","king","Corona","0","64","32","-27","15%"
"html-keyboard-response","117","666837","0.0-3.0-1.0-1.1","byszkmchdc0obfy","break","3","3094","<b>PAUSE</b><br><br><b>Block 2/2 geschafft! </b><br><br>Sie haben bisher insgesamt <b>-27 Punkte </b>erzielt. Sie können jetzt eine Pause einlegen.<br><br>WEITER mit ENTER","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","118","710019","0.0-4.0-0.0","byszkmchdc0obfy","instruction","3","43179","<b>Vielen Dank!</b> Sie haben insgesamt -27 Punkte erreicht.<br><br>Bitte beantworten Sie nun noch kurz einige Fragen. <br><br>Am Ende des Experiments haben Sie dann die Möglichkeit, Ihre E-Mailadresse anzugeben, so dass wir Sie kontaktieren und <br>Ihnen den 30€-Gutschein (Amazon) schicken können, falls Sie die meisten Punkte erreicht haben. <br><br>Bitte antworten Sie <b>wahrheitsgemäß und spontan</b>. <br><br>Alle Antworten werden <b>anonym</b> gespeichert. Ihre E-Mailadresse, die zur Vergabe des Gutscheins abgefragt wird, wird separat <br>von Ihren Antworten in der Studie gespeichert. Ein Rückschluss auf Ihre Person ist nicht möglich. <br><br>Drücken Sie ENTER um fortzufahren.","13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"survey-text","119","718666","0.0-4.0-1.0","byszkmchdc0obfy","instruction","3","8643","","","{""Strategy"":""Ne, kein Plan.""}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"survey-likert","120","791872","0.0-4.0-2.0","byszkmchdc0obfy","survey","3","73201","","","{""CoronaRuleConformity_1"":6,""CoronaRuleConformity_2"":5,""CoronaRuleConformity_3"":6,""CoronaRuleConformity_4"":5,""CoronaRuleConformity_5"":5,""CoronaImpact_1"":3,""CoronaImpact_2"":3,""CoronaImpact_3"":3,""CoronaImpact_4"":3,""CoronaImpact_5"":3}","[0,1,2,3,4,5,6,7,8,9]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"survey-likert","121","820643","0.0-4.0-3.0","byszkmchdc0obfy","survey","3","28768","","","{""BIDR_RuleConformity_1"":3,""BIDR_RuleConformity_2"":1,""BIDR_RuleConformity_3"":4,""BIDR_RuleConformity_4"":6,""BIDR_RuleConformity_5"":1}","[0,1,2,3,4]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","122","919521","0.0-4.0-4.0","byszkmchdc0obfy","instruction","3","98876","<div align=left><b> Vielen Dank für Ihre Teilnahme an unserer Studie!  </b><br><br>Diese Studie wurde im Rahmen eines Seminars von den Studierenden des Masterstudiengangs „Psychologie: Kognitionspsychologie, <br>Lernen und Arbeiten“ entwickelt, um zu untersuchen, in wie weit die aktuellen Corona-Regeln bereits von Menschen verinnerlicht <br>wurden. <br><br>Es gibt bereits einige Untersuchungen, die sich mit Regelbruch-Verhalten im Bezug auf Alltagsregeln, mit denen wir lebenslange <br>Erfahrung haben, beschäftigt haben. Dabei zeigte sich typischerweise, dass Personen unter anderem langsamer reagieren, wenn sie <br>eine Regel brechen als wenn sie sich regelkonform verhalten. Außerdem tendieren Menschen dazu sich erst in Richtung des regelkonformen <br>Verhaltens zu bewegen und dann auf den Regelbruch auszuweichen, was sich beispielsweise in der Bewegungsverläufen von Mausbewegungen <br>zeigt.<br><br>Hier wollen wir regelkonformes und regelbrechendes Verhalten in Bezug auf Alltagsregeln, mit denen wir lebenslange Erfahrung haben, <br>und Corona-Regeln vergleichen. Wir möchten damit herausfinden, wie stark Menschen bereits (relativ automatisch) dazu tendieren, die <br>Corona-Regeln einzuhalten. Darüber hinaus haben wir Ihnen einige Fragen bzgl. Ihrer Einstellungen zu den Corona-Regeln gestellt, um <br>zu ermitteln, ob Ihre Einstellungen bzgl. der Corona-Regeln beeinflussen, in wie weit sie bereits dazu tendieren diese zu befolgen. <br><br>Bitte klicken Sie auf 'Weiter zur E-Maileingabe', um zur Eingabe Ihrer E-mailadresse und zur Verbuchung der Versuchspersonenstunden <br>für Psychologiestudierende weitergeleitet zu werden. <br><b>Wichtig:</b> Auch wenn Sie nicht an der Verlosung teilnehmen wollen, schließen Sie das Browserfenster nicht an diesem Punkt! <br>Klicken Sie dennoch auf 'Weiter zur E-Maileingabe', um die Studie abzuschließen. Sie haben danach die Möglichkeit, das Browserfenster <br>zu schließen. <br><br>","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
